pacman_x,pacman_y,ghost1_x,ghost1_y,ghost2_x,ghost2_y,ghost3_x,ghost3_y,ghost4_x,ghost4_y,ghost1_direction,ghost2_direction,ghost3_direction,ghost4_direction,nearest_pellet_x,nearest_pellet_y,possible_move_up,possible_move_down,possible_move_left,possible_move_right,move_made_up,move_made_down,move_made_left,move_made_right
495,640,375,340,420,340,515,580,75,640,2,1,-2,2,220,520,0,0,1,1,0,0,1,0
485,520,420,530,300,635,480,560,300,610,-1,1,1,-1,220,520,0,0,1,1,0,0,0,1
90,460,270,285,120,390,120,445,325,460,-1,-1,-1,2,120,540,0,0,1,1,0,0,1,0
30,520,245,280,50,460,20,485,245,520,2,2,-1,2,120,540,0,0,1,1,0,0,0,1
220,490,195,280,285,280,230,335,310,335,2,-2,-1,-1,220,480,1,1,0,0,1,0,0,0
110,260,95,200,460,245,230,335,310,335,-2,1,1,1,100,260,0,0,1,1,0,0,1,0
520,640,445,640,345,460,325,460,360,525,-2,-2,-2,-1,520,620,1,0,1,0,1,0,0,0
420,285,155,140,180,385,420,555,55,580,2,-1,1,2,480,260,1,1,0,0,1,0,0,0
300,175,420,117,302,280,420,622,62,520,-1,2,1,2,300,180,1,1,0,0,0,1,0,0
240,205,382,140,242,280,420,562,60,462,2,2,1,1,240,200,1,1,0,0,1,0,0,0
100,320,180,110,120,450,420,390,290,520,-1,-1,1,-2,80,320,0,0,1,1,0,0,1,0
80,460,240,192,20,372,432,260,372,460,-1,1,-2,-2,100,460,0,0,1,1,0,0,0,1
115,640,360,155,270,285,485,140,360,395,-1,1,2,-1,100,640,0,0,1,1,0,0,1,0
130,640,185,280,120,425,360,315,180,285,2,-1,-1,1,140,640,0,0,1,1,0,0,0,1
240,490,215,280,270,285,230,325,310,325,2,1,1,1,240,480,1,1,0,0,1,0,0,0
120,155,70,80,420,90,230,340,310,340,2,1,1,1,120,140,1,1,0,0,1,0,0,0
125,160,20,80,380,80,360,340,310,330,-1,2,-1,1,100,160,0,0,1,1,0,0,1,0
80,160,120,175,42,160,310,280,310,320,-1,-2,-2,-1,60,160,0,0,1,1,0,0,1,0
185,220,262,280,180,295,372,340,310,357,-2,1,-2,1,200,220,0,0,1,1,0,0,0,1
420,160,520,132,420,317,322,400,97,80,-1,-1,-2,2,400,160,1,1,1,1,0,0,1,0
310,160,180,320,520,85,250,400,210,220,-1,-1,-2,-2,420,260,0,0,1,1,0,0,0,1
420,360,50,80,485,160,520,600,120,540,-2,2,-1,-1,420,380,1,1,0,0,0,1,0,0
300,465,120,235,420,320,335,640,20,495,-1,-1,2,1,300,480,1,1,0,0,0,1,0,0
330,520,120,320,420,405,300,590,70,460,-1,-1,1,-2,340,520,0,0,1,1,0,0,0,1
155,160,50,80,410,80,360,310,310,360,2,2,-1,1,140,160,0,0,1,1,0,0,1,0
240,245,270,305,270,280,360,392,310,322,1,2,-1,-1,300,220,1,1,0,0,1,0,0,0
350,160,340,400,360,395,180,330,180,290,-2,1,1,-1,340,160,0,0,1,1,0,0,1,0
420,360,420,385,420,480,225,220,300,225,1,1,-2,-1,420,440,1,1,0,0,1,0,0,0
400,160,205,280,420,160,360,405,180,425,2,1,-1,-1,280,160,0,0,1,1,0,0,1,0
385,160,190,280,420,145,360,420,180,440,2,1,-1,-1,280,160,0,0,1,1,0,0,1,0
360,375,360,170,300,255,420,480,220,640,-1,-1,-1,-2,360,460,1,1,0,0,0,1,0,0
360,385,360,180,300,265,420,490,230,640,-1,-1,-1,-2,360,460,1,1,0,0,0,1,0,0
320,460,300,235,360,320,445,580,195,580,-1,-1,-2,2,300,460,0,0,1,1,0,0,1,0
345,580,360,320,425,580,420,490,240,470,-1,-2,-1,-1,340,580,0,0,1,1,0,0,1,0
20,625,160,520,335,460,430,460,130,640,2,2,2,2,20,620,1,1,0,0,1,0,0,0
385,460,240,477,457,580,180,325,300,487,-1,-2,1,-1,380,460,0,0,1,1,0,0,1,0
410,460,240,495,475,580,187,280,300,505,-1,-2,-2,-1,420,480,0,0,1,1,0,0,0,1
280,520,375,460,415,640,360,455,520,520,2,2,-1,1,120,540,0,0,1,1,0,0,1,0
145,460,170,360,360,310,230,360,310,360,2,-1,1,1,140,460,0,0,1,1,0,0,1,0
120,460,125,360,360,355,230,325,310,325,2,-1,-1,-1,120,440,1,0,1,1,1,0,0,0
165,200,150,140,360,170,230,320,310,320,2,1,-1,-1,180,200,0,0,1,1,0,0,0,1
180,130,120,85,415,140,255,340,310,325,1,-2,-2,-1,180,120,1,1,0,0,1,0,0,0
290,80,505,80,515,80,355,280,310,325,2,-2,-2,-1,300,80,0,0,1,1,0,0,0,1
480,410,520,375,360,215,360,195,310,355,-1,-1,-1,1,480,420,1,1,0,0,0,1,0,0
465,460,480,400,360,280,360,260,310,350,-1,-1,-1,-1,460,460,0,0,1,1,0,0,1,0
415,460,480,450,360,330,360,310,290,340,-1,-1,-1,2,400,460,0,0,1,1,0,0,1,0
415,640,340,640,340,400,360,400,260,520,-2,2,2,-2,420,640,0,0,1,1,0,0,0,1
510,580,510,640,410,460,390,460,370,580,-2,-2,-2,-2,500,580,0,0,1,1,0,0,1,0
500,580,515,640,415,460,395,460,375,580,-2,-2,-2,-2,480,580,0,0,1,1,0,0,1,0
225,580,60,465,455,640,120,535,120,377,1,-2,-1,1,220,580,0,0,1,1,0,0,1,0
215,580,60,460,460,640,120,540,120,362,1,-2,-1,1,200,580,0,0,1,1,0,0,1,0
55,260,40,80,420,320,460,640,90,640,2,1,-2,2,40,260,0,0,1,1,0,0,1,0
300,145,520,192,360,87,92,520,57,380,-1,1,-2,2,300,140,1,1,0,0,1,0,0,0
420,360,375,200,155,140,20,615,120,395,2,2,1,-1,420,380,1,1,1,0,0,1,0,0
30,520,440,140,20,160,80,520,60,490,-2,-1,-2,-1,60,540,0,0,1,1,0,0,0,1
120,280,120,155,420,215,230,335,310,335,1,1,-1,-1,120,260,1,1,0,0,1,0,0,0
120,225,120,100,420,160,230,330,310,330,1,1,1,1,120,220,1,1,0,0,1,0,0,0
120,135,50,80,430,80,230,320,310,320,2,-2,-1,-1,120,120,1,1,0,0,1,0,0,0
260,280,217,80,270,320,420,357,310,347,-2,1,-1,-1,300,220,0,0,1,1,0,0,0,1
420,175,435,340,420,250,240,495,25,340,-2,-1,-1,2,420,180,1,1,0,0,0,1,0,0
420,205,450,340,420,295,240,510,10,340,-2,-1,-1,2,420,220,1,1,0,0,0,1,0,0
520,200,5,340,270,287,325,520,455,340,-2,-1,-2,2,420,240,1,1,0,0,0,1,0,0
480,555,102,80,420,87,357,520,202,640,-2,1,2,-2,480,560,1,1,0,0,0,1,0,0
355,580,237,80,520,107,222,520,300,602,-2,-1,2,1,340,580,0,0,1,1,0,0,1,0
240,640,247,160,520,197,132,520,285,520,-2,-1,2,2,240,620,1,0,1,1,1,0,0,0
45,580,352,280,317,220,132,640,270,295,-2,2,-2,1,40,580,0,0,1,1,0,0,1,0
50,640,360,330,300,260,190,640,180,290,-1,-1,-2,-1,60,640,0,0,1,1,0,0,0,1
315,460,235,580,285,520,240,595,480,565,-2,-2,-1,1,220,520,0,0,1,1,0,0,0,1
220,465,180,290,310,280,230,360,310,360,-1,-2,1,1,220,460,1,1,0,0,1,0,0,0
120,300,80,235,425,260,230,335,310,335,1,-2,-1,-1,120,280,1,1,0,0,1,0,0,0
110,260,95,200,460,245,230,335,310,335,-2,1,1,1,100,260,0,0,1,1,0,0,1,0
180,115,110,80,420,130,270,340,310,340,2,1,1,-1,180,100,1,1,0,0,1,0,0,0
420,270,460,235,240,215,520,205,310,325,-1,-1,1,-1,420,280,1,1,0,0,0,1,0,0
405,460,480,460,360,340,360,320,280,340,2,-1,-1,2,400,460,0,0,1,1,0,0,1,0
340,460,415,460,355,400,360,385,270,285,2,2,-1,1,320,460,0,0,1,1,0,0,1,0
310,640,305,580,405,360,420,365,220,455,2,2,1,-1,320,640,0,0,1,1,0,0,0,1
390,640,480,460,340,400,20,520,300,640,2,2,-2,1,280,640,0,0,1,1,0,0,1,0
240,605,420,427,332,460,60,467,332,580,1,-2,1,-2,240,600,1,1,0,0,1,0,0,0
65,520,215,400,420,565,180,565,180,565,2,-1,-1,-1,60,520,0,0,1,1,0,0,1,0
120,295,360,315,420,425,475,640,60,545,-1,1,-2,1,60,260,1,1,0,0,1,0,0,0
100,260,360,370,420,370,520,630,30,520,-1,1,1,2,60,260,0,0,1,1,0,0,1,0
45,140,180,397,457,200,2,520,417,580,1,2,-2,2,60,140,0,0,1,1,0,0,0,1
385,140,312,280,360,352,52,640,372,640,-2,-1,-2,-2,400,140,0,0,1,1,0,0,0,1
105,640,180,337,182,460,322,580,167,460,-1,2,2,2,120,640,0,0,1,1,0,0,0,1
165,640,187,400,120,452,300,627,172,360,-2,1,-1,-2,180,640,0,0,1,1,0,0,0,1
155,640,247,400,120,392,252,640,270,280,-2,1,2,-1,100,460,0,0,1,1,0,0,1,0
120,210,85,160,300,145,275,400,310,345,-2,-1,2,1,100,220,1,1,0,0,0,1,0,0
20,80,20,185,120,125,195,280,310,355,1,1,-2,1,40,80,0,1,0,1,0,0,0,1
120,135,20,105,20,80,275,280,310,355,1,-1,-2,1,100,160,1,1,0,0,0,1,0,0
390,80,235,160,320,160,420,385,420,225,-2,2,1,1,400,80,0,0,1,1,0,0,0,1
420,130,420,155,390,80,420,195,495,160,1,-2,1,2,400,160,1,1,0,0,1,0,0,0
300,115,300,90,520,155,330,80,420,290,-1,-1,2,-1,280,160,1,1,0,0,0,1,0,0
395,160,20,90,420,125,180,390,210,640,1,1,-1,-2,400,160,0,0,1,1,0,0,0,1
420,345,70,80,405,80,420,570,60,550,-2,2,-1,1,420,360,1,1,0,0,0,1,0,0
415,520,180,380,225,220,300,620,240,520,-1,-2,1,-2,420,520,0,0,1,1,0,0,0,1
360,560,412,520,287,400,452,460,387,640,2,2,2,-2,360,580,1,1,0,0,0,1,0,0
285,640,360,545,210,400,285,400,465,640,-1,2,2,-2,280,640,0,0,1,1,0,0,1,0
180,575,310,580,180,455,210,280,520,610,2,-1,-2,1,180,560,1,1,0,0,1,0,0,0
150,520,300,612,217,460,270,335,507,580,-1,-2,1,2,140,520,0,0,1,1,0,0,1,0
55,580,180,552,120,552,120,377,360,547,1,-1,-1,-1,40,580,0,0,1,1,0,0,1,0
415,640,25,580,80,640,240,505,455,640,2,-2,-1,-2,420,640,0,0,1,1,0,0,0,1
185,520,120,380,420,435,450,580,205,280,1,1,2,2,120,540,0,0,1,1,0,0,1,0
120,540,120,295,420,350,420,525,180,340,1,1,1,-1,120,560,1,1,0,0,0,1,0,0
120,580,120,125,420,180,315,580,130,460,1,1,2,2,420,200,1,0,1,0,1,0,0,0
205,640,120,640,315,460,110,640,135,640,-2,2,-2,-2,420,200,0,0,1,1,0,0,0,1
230,580,225,640,270,520,215,640,240,640,-2,2,-2,1,420,200,0,0,1,1,0,0,1,0
360,460,420,505,300,520,420,515,240,490,1,-2,1,-1,420,200,1,0,1,1,0,0,0,1
180,215,360,320,120,375,270,280,120,345,-1,1,-1,1,420,200,1,1,0,0,1,0,0,0
250,160,315,400,120,250,265,280,540,340,2,1,2,2,420,200,0,0,1,1,0,0,0,1
420,170,180,295,270,160,215,400,360,400,1,-2,-2,2,440,80,1,1,0,0,1,0,0,0
300,120,365,340,430,160,335,580,240,580,-2,2,-2,2,440,80,1,1,0,0,0,1,0,0
195,460,180,320,340,280,230,330,310,330,-1,-2,1,1,180,460,0,0,1,1,0,0,1,0
190,460,180,325,345,280,230,325,310,325,-1,-2,1,1,180,460,0,0,1,1,0,0,1,0
120,200,180,155,375,200,230,355,310,355,1,2,-1,-1,140,200,0,0,1,1,0,0,0,1
375,460,450,460,360,370,360,350,270,320,2,-1,-1,1,360,460,0,0,1,1,0,0,1,0
395,640,480,460,500,320,420,540,312,520,2,-2,-1,2,280,640,0,0,1,1,0,0,1,0
350,640,457,460,520,322,420,562,245,520,2,-1,-1,2,280,640,0,0,1,1,0,0,1,0
60,415,360,140,360,580,360,360,190,400,2,-2,-1,-2,60,400,1,1,0,0,1,0,0,0
20,170,85,80,445,320,495,640,20,615,2,2,-2,1,20,160,1,1,0,0,1,0,0,0
520,205,520,260,310,140,390,640,200,640,2,2,2,-2,520,220,1,1,0,0,0,1,0,0
420,430,270,325,240,207,227,640,180,577,-1,1,2,1,420,440,1,1,0,0,0,1,0,0
25,580,275,400,125,140,45,640,305,520,2,2,2,-2,20,580,0,0,1,1,0,0,1,0
240,475,200,280,280,280,230,330,310,330,2,-2,-1,-1,240,460,1,1,0,0,1,0,0,0
175,460,180,340,360,280,230,330,310,330,2,-1,-1,-1,160,460,0,0,1,1,0,0,1,0
120,165,80,80,420,100,230,350,310,350,2,1,1,1,120,160,1,1,0,0,1,0,0,0
240,115,120,140,460,160,270,290,310,330,1,2,1,1,240,120,1,1,0,0,0,1,0,0
240,220,120,137,270,310,360,377,310,332,-1,1,-1,1,300,220,0,1,1,0,0,1,0,0
335,160,50,80,325,400,330,520,250,280,-2,-2,-2,2,320,160,0,0,1,1,0,0,1,0
520,80,305,160,270,310,420,275,120,195,-2,1,1,1,520,100,0,1,1,0,0,1,0,0
520,100,325,160,270,290,420,255,120,175,-2,1,1,1,520,120,1,1,0,0,0,1,0,0
420,450,225,80,360,170,310,580,130,460,-2,-1,-2,-2,420,460,1,1,0,0,0,1,0,0
480,570,360,395,420,560,340,640,340,580,-1,-1,-2,-2,480,560,1,1,0,0,1,0,0,0
420,475,520,460,520,640,520,640,260,520,-1,2,1,2,420,480,1,1,0,0,0,1,0,0
200,640,125,460,120,510,430,460,120,370,2,1,-2,1,220,640,0,0,1,1,0,0,0,1
315,640,120,512,127,460,487,460,120,312,-1,-2,-2,1,320,640,0,0,1,1,0,0,0,1
420,555,45,520,210,520,490,580,70,160,2,2,-2,2,220,520,1,1,0,0,1,0,0,0
150,520,120,340,155,340,305,640,120,315,1,-2,2,-1,120,540,0,0,1,1,0,0,1,0
120,565,120,265,180,290,310,580,120,390,1,1,-2,-1,120,580,1,1,0,0,0,1,0,0
225,520,230,280,270,300,230,340,310,340,2,1,1,1,220,520,0,0,1,1,0,0,1,0
135,460,160,360,360,320,230,350,310,350,2,-1,1,1,120,460,0,0,1,1,0,0,1,0
420,520,480,575,480,505,420,375,425,640,1,-1,1,-2,420,540,0,1,0,1,0,1,0,0
65,260,165,360,360,335,175,580,60,555,2,-1,-2,-1,60,260,0,0,1,1,0,0,1,0
70,140,75,260,425,260,305,640,85,640,2,-2,-2,-2,80,140,0,0,1,1,0,0,0,1
300,180,20,140,380,200,480,640,180,560,-2,2,-2,1,300,160,1,1,0,0,1,0,0,0
455,260,57,80,442,80,457,520,360,522,2,-2,2,-1,420,340,0,0,1,1,0,0,1,0
115,520,420,277,97,260,202,640,202,460,-1,-2,-2,-2,100,460,0,0,1,1,0,0,1,0
120,225,120,100,420,160,230,330,310,330,1,1,1,1,120,220,1,1,0,0,1,0,0,0
50,160,120,220,277,160,325,280,310,335,-1,-2,-2,-1,40,160,0,0,1,1,0,0,1,0
325,220,235,400,260,400,300,485,270,325,-2,-2,-1,1,340,220,0,0,1,1,0,0,0,1
340,160,350,400,360,385,380,520,200,280,-2,1,-2,2,320,160,0,0,1,1,0,0,1,0
460,80,210,280,185,280,420,280,120,200,2,2,1,1,480,80,0,0,1,1,0,0,0,1
425,160,197,400,222,400,520,212,247,160,-2,-2,1,-2,420,160,0,0,1,1,0,0,1,0
495,220,360,407,360,432,420,142,337,80,-1,-1,1,-2,500,220,0,0,1,1,0,0,0,1
485,220,377,460,317,460,412,80,407,80,-2,2,2,-2,420,240,0,0,1,1,0,0,1,0
340,460,480,545,420,460,360,165,420,325,1,1,-1,-1,320,460,0,0,1,1,0,0,1,0
420,530,420,455,420,230,355,280,265,400,1,1,-2,2,420,540,1,1,0,0,0,1,0,0
480,570,415,340,420,110,360,395,180,435,2,1,-1,-1,480,560,1,1,0,0,1,0,0,0
435,460,312,280,520,112,420,422,120,537,2,-1,1,-1,420,480,0,0,1,1,0,0,1,0
55,460,110,220,305,160,520,140,180,460,2,2,1,1,40,460,0,0,1,1,0,0,1,0
260,640,105,80,70,80,495,160,180,325,-2,2,-2,-1,320,640,0,0,1,1,0,0,0,1
420,565,120,285,120,150,405,80,360,580,-1,-1,2,2,220,520,1,1,0,0,1,0,0,0
370,520,160,340,120,245,310,80,300,615,-2,-1,2,-1,220,520,0,0,1,1,0,0,1,0
240,520,180,450,120,375,340,160,195,640,-1,-1,-2,2,220,520,1,0,1,1,0,0,1,0
120,395,120,290,420,350,230,320,310,320,1,1,-1,-1,120,380,1,1,0,0,1,0,0,0
285,80,510,80,510,80,350,280,310,320,2,-2,-2,-1,300,80,0,0,1,1,0,0,0,1
300,635,320,580,420,360,420,380,220,440,2,2,1,-1,300,640,1,1,0,0,0,1,0,0
480,560,520,625,435,460,415,460,395,580,1,-2,-2,-2,480,540,1,1,0,0,1,0,0,0
60,515,240,580,320,520,120,420,180,310,2,-2,-1,-1,60,500,1,1,0,0,1,0,0,0
300,180,420,87,240,140,220,487,302,640,-1,2,-1,2,300,160,1,1,0,0,1,0,0,0
480,140,500,140,270,325,300,520,350,580,-2,-1,-2,-2,500,140,0,0,1,1,0,0,0,1
520,205,505,260,272,280,352,520,402,580,2,-2,-2,-2,520,220,1,1,0,0,0,1,0,0
240,460,185,280,295,280,230,345,310,345,2,-2,-1,-1,220,460,0,1,1,0,0,0,1,0
120,445,120,320,380,340,230,330,310,330,1,-2,-1,-1,120,440,1,1,0,0,1,0,0,0
120,405,120,280,420,340,230,350,310,350,1,1,1,1,120,400,1,1,0,0,1,0,0,0
120,170,85,80,420,105,230,355,310,355,2,1,1,1,120,160,1,1,0,0,1,0,0,0
20,190,75,220,175,160,180,355,310,355,2,2,1,-1,20,180,1,1,0,0,1,0,0,0
95,160,75,80,120,212,355,280,310,355,-2,-1,-2,1,180,180,0,0,1,1,0,0,0,1
155,160,105,80,120,302,360,305,310,325,-2,-1,-1,1,180,180,0,0,1,1,0,0,0,1
180,170,122,80,135,340,360,322,310,332,-2,-2,-1,-1,180,180,1,1,0,0,0,1,0,0
240,235,185,80,262,280,405,340,310,325,-2,-2,-2,1,300,220,1,1,0,0,0,1,0,0
300,245,240,95,305,280,475,340,270,335,-1,-2,-2,1,300,220,1,1,0,0,1,0,0,0
520,105,482,160,507,220,182,280,222,400,-2,-2,-2,-2,520,100,1,1,0,0,1,0,0,0
420,105,420,190,380,80,415,340,420,495,-1,2,-2,-1,420,100,1,1,0,0,1,0,0,0
390,460,235,400,380,340,420,315,145,640,2,-2,-1,2,380,460,0,0,1,1,0,0,1,0
320,580,180,365,450,80,255,640,135,640,1,-2,2,2,300,580,0,0,1,1,0,0,1,0
265,640,180,307,507,80,240,597,77,640,1,-2,1,2,260,640,0,0,1,1,0,0,1,0
240,610,180,280,520,95,230,580,50,640,-2,-1,2,2,240,600,1,1,0,0,1,0,0,0
205,640,420,507,237,280,210,280,337,520,-1,2,2,-2,220,640,0,0,1,1,0,0,0,1
120,460,120,355,365,360,230,335,310,335,1,-2,-1,-1,120,440,1,0,1,1,1,0,0,0
255,80,540,80,480,80,320,280,310,350,2,-2,-2,1,260,80,0,0,1,1,0,0,0,1
360,200,375,140,120,125,420,315,310,355,2,-1,1,-1,380,200,1,1,0,1,0,0,0,1
455,460,480,410,360,290,360,270,310,360,-1,-1,-1,1,440,460,0,0,1,1,0,0,1,0
480,555,520,622,420,442,417,460,397,580,1,1,-2,-2,480,540,1,1,0,0,1,0,0,0
480,510,520,600,420,420,420,440,420,580,1,1,1,-1,480,500,1,1,0,0,1,0,0,0
420,450,80,220,360,320,180,400,180,640,1,-1,-2,2,420,440,1,1,0,0,1,0,0,0
520,205,505,80,360,255,420,545,135,580,2,-1,1,-2,520,200,1,1,0,0,1,0,0,0
520,180,480,80,360,280,420,520,160,580,2,2,-2,-2,520,160,1,1,0,0,1,0,0,0
480,140,420,80,300,280,480,520,180,540,-1,2,1,1,460,140,0,0,1,1,0,0,1,0
455,140,420,92,287,280,480,507,180,527,-1,2,1,1,440,140,0,0,1,1,0,0,1,0
440,140,420,100,280,280,480,500,180,520,-1,2,1,-2,420,140,0,0,1,1,0,0,1,0
225,140,387,200,172,360,520,352,360,527,-2,2,1,-1,220,140,0,0,1,1,0,0,1,0
20,215,452,260,72,320,420,312,300,607,2,2,1,-1,20,220,1,1,0,0,0,1,0,0
35,640,450,460,120,570,420,110,60,520,2,-1,1,-2,40,640,0,0,1,1,0,0,0,1
240,500,225,280,270,295,230,335,310,335,2,1,1,1,240,480,1,1,0,0,1,0,0,0
145,460,150,340,360,310,230,360,310,360,2,-1,1,1,140,460,0,0,1,1,0,0,1,0
120,285,120,160,420,220,230,330,310,330,1,1,-1,-1,120,280,1,1,0,0,1,0,0,0
155,80,20,160,520,100,230,350,310,350,-2,-1,-1,-1,160,80,0,0,1,1,0,0,0,1
300,250,67,160,300,280,360,452,270,337,2,-2,-1,1,300,220,1,1,0,0,1,0,0,0
300,220,52,160,330,280,367,460,270,322,2,-2,-2,1,320,220,0,1,0,1,0,0,0,1
305,220,50,160,335,280,370,460,270,320,2,-2,-2,1,320,220,0,0,1,1,0,0,0,1
420,130,275,160,300,100,515,160,135,160,-2,1,-2,-2,420,140,1,1,0,0,0,1,0,0
215,460,180,300,320,280,230,350,310,350,-1,-2,1,1,200,460,0,0,1,1,0,0,1,0
120,360,120,235,420,295,230,335,310,335,1,1,-1,-1,120,340,1,1,0,0,1,0,0,0
240,155,120,100,420,160,300,280,310,350,1,1,-2,-1,240,160,1,1,0,0,0,1,0,0
120,200,75,160,300,135,285,400,310,355,-2,-1,2,1,100,220,1,1,0,0,0,1,0,0
90,220,120,165,275,160,235,400,310,335,-1,2,2,-1,80,220,0,0,1,1,0,0,1,0
180,200,225,280,277,280,360,340,310,350,-2,2,-2,-1,180,220,1,1,0,0,0,1,0,0
280,280,180,350,180,375,420,425,275,340,-1,-1,-1,2,300,220,0,0,1,1,0,0,0,1
300,115,360,325,360,300,480,545,135,340,1,1,-1,2,300,100,1,1,0,0,1,0,0,0
440,160,190,400,215,400,400,340,280,160,-2,-2,2,-2,420,160,0,0,1,1,0,0,1,0
420,135,212,400,237,400,377,340,302,160,-2,-2,2,-2,420,120,1,1,0,0,1,0,0,0
420,105,232,400,257,400,360,337,322,160,-2,-2,1,-2,400,160,1,1,0,0,0,1,0,0
120,515,157,80,492,340,480,567,300,607,-2,2,1,1,120,500,1,1,0,0,1,0,0,0
180,640,240,220,450,460,420,365,165,520,-1,-2,1,2,200,640,0,0,1,1,0,0,0,1
430,640,270,315,520,515,360,300,100,580,-1,-1,1,2,440,640,0,0,1,1,0,0,0,1
140,520,300,520,187,280,85,460,185,580,2,-2,2,2,120,540,0,0,1,1,0,0,1,0
120,570,230,520,270,302,20,465,175,520,2,-1,-1,2,120,580,1,1,0,0,0,1,0,0
20,640,120,580,185,280,45,580,65,580,2,2,2,2,260,160,1,0,0,1,0,0,0,1
120,265,120,425,420,290,450,580,30,580,1,1,2,2,260,160,1,1,0,0,1,0,0,0
360,125,420,110,90,80,390,360,310,360,-1,-2,-2,1,360,140,1,1,0,0,0,1,0,0
460,200,385,200,205,140,465,260,310,345,-2,-2,-2,1,460,220,0,1,1,0,0,1,0,0
520,335,460,320,320,140,420,140,310,330,-2,-2,2,-1,520,340,1,1,0,0,0,1,0,0
495,380,520,330,360,170,360,150,310,320,-1,-1,-1,-1,480,380,0,0,1,1,0,0,1,0
395,460,470,460,360,350,360,330,270,340,2,-1,-1,1,380,460,0,0,1,1,0,0,1,0
355,580,350,520,410,460,390,460,180,370,-2,-2,-2,-1,340,580,0,0,1,1,0,0,1,0
425,640,350,640,330,400,350,400,270,520,-2,2,2,-2,440,640,0,0,1,1,0,0,0,1
480,560,520,625,435,460,415,460,395,580,1,-2,-2,-2,480,540,1,1,0,0,1,0,0,0
420,540,480,565,480,515,480,425,405,640,1,-1,1,2,420,560,1,1,0,0,0,1,0,0
350,640,460,460,520,600,520,340,280,640,2,-1,1,2,280,640,0,0,1,1,0,0,1,0
70,260,45,320,505,380,365,580,220,475,-2,-2,-2,-1,60,260,0,0,1,1,0,0,1,0
120,240,120,115,420,175,230,345,310,345,1,1,1,1,120,220,1,1,0,0,1,0,0,0
115,160,20,150,310,80,350,400,310,340,-1,2,2,1,100,160,0,0,1,1,0,0,0,1
20,180,65,220,165,160,180,345,310,355,2,2,1,1,20,160,1,1,0,0,1,0,0,0
70,80,20,160,120,100,220,280,310,330,1,1,-2,1,80,80,0,0,1,1,0,0,0,1
90,160,72,80,360,160,352,280,310,357,-2,-1,-2,1,180,180,0,0,1,1,0,0,0,1
330,220,240,152,210,400,532,340,267,280,-1,-2,-2,2,340,220,0,0,1,1,0,0,0,1
360,180,195,160,280,400,45,340,215,280,2,-2,-2,2,360,160,1,1,0,0,1,0,0,0
420,185,412,160,407,340,420,325,360,192,2,-2,-1,-1,420,200,1,1,0,0,0,1,0,0
430,220,360,175,430,340,367,340,360,215,-1,-2,2,-1,440,220,0,0,1,1,0,0,0,1
300,520,260,280,365,340,515,640,120,570,-2,-2,2,-1,320,520,1,0,1,1,0,0,0,1
520,470,290,400,420,105,315,580,140,640,2,1,-2,-2,520,480,1,1,0,0,0,1,0,0
420,535,180,442,520,107,312,520,292,640,-1,-1,2,-2,360,540,1,1,0,0,1,0,0,0
250,640,42,460,477,220,180,542,262,520,2,2,-1,2,240,640,0,0,1,1,0,0,1,0
50,580,120,470,365,460,180,452,260,280,1,2,1,2,40,580,0,0,1,1,0,0,1,0
270,640,20,520,255,400,270,335,240,480,-2,2,1,-1,320,640,0,0,1,1,0,0,0,1
420,460,300,520,385,520,180,385,520,590,-2,-2,-1,1,220,520,1,1,1,1,1,0,0,0
115,580,165,340,180,300,360,400,235,640,2,1,-1,2,120,580,0,0,1,1,0,0,0,1
200,520,120,200,345,280,420,525,50,640,1,-2,-1,2,260,160,0,0,1,1,0,0,1,0
120,290,110,80,420,165,425,640,180,520,-2,1,2,-1,260,160,1,1,0,0,1,0,0,0
130,460,155,360,360,325,230,345,310,345,2,-1,1,1,120,460,0,0,1,1,0,0,1,0
80,255,130,200,460,210,230,340,310,340,-2,1,-1,-1,80,240,1,1,0,0,1,0,0,0
170,200,145,140,360,165,230,325,310,325,2,1,-1,-1,180,200,0,0,1,1,0,0,0,1
360,95,420,80,60,80,360,360,310,330,-1,-2,-2,-1,360,100,1,1,0,0,0,1,0,0
300,605,350,580,420,390,420,410,220,410,2,1,1,-1,300,620,1,1,0,0,0,1,0,0
520,635,450,640,350,460,330,460,360,530,-2,-2,-2,-1,520,620,1,1,0,0,1,0,0,0
75,520,220,400,420,400,320,480,180,290,2,1,-1,-1,60,520,0,0,1,1,0,0,1,0
120,260,360,355,375,140,520,585,135,580,-1,-2,1,2,60,260,0,1,1,0,0,0,1,0
450,260,280,520,40,260,180,540,490,640,-2,-2,1,2,420,340,0,0,1,1,0,0,1,0
540,520,425,460,180,195,320,475,285,640,-2,1,1,2,220,640,0,0,1,0,0,0,1,0
120,195,110,80,420,130,230,340,310,340,2,1,-1,-1,120,180,1,1,0,0,1,0,0,0
45,160,120,242,110,160,332,280,310,342,-1,-2,-2,-1,180,180,0,0,1,1,0,0,0,1
130,160,150,340,120,272,360,295,310,335,-2,-1,-1,1,180,180,0,0,1,1,0,0,0,1
360,200,120,200,120,265,110,340,270,280,1,1,-2,2,360,180,1,1,0,0,1,0,0,0
360,180,120,180,120,245,130,340,250,280,1,1,-2,2,360,160,1,1,0,0,1,0,0,0
460,80,340,80,355,160,360,310,120,210,-2,-2,-1,1,480,80,0,0,1,1,0,0,0,1
